instance_id,mechanism_label,supporting_conditions,contrasting_conditions,confidence,rationale,supporting_artifact_paths,capped_excerpts
sympy__sympy-11286,test_command_transfer,raw,adp;no_memory,high,Consistent with reuse of a prior-context test or reproduction command.,/home/shashwatsuthar/research/openhands-adp-memory/analysis/contextbench_posthoc/20260606_220027/remote/execution_full_qwen36_65k_fix1_minimal/sympy__sympy-11286/adp|/home/shashwatsuthar/research/openhands-adp-memory/analysis/contextbench_posthoc/20260606_220027/remote/execution_full_qwen36_65k_fix1_minimal/sympy__sympy-11286/no_memory|/home/shashwatsuthar/research/openhands-adp-memory/analysis/contextbench_posthoc/20260606_220027/remote/execution_full_qwen36_65k_fix1_minimal/sympy__sympy-11286/raw,"prior_files_inspected: calculate_session_usage.py|sympy/printing/tests/test_ccode.py|sympy/printing/ccode.py|sympy/integrals/risch.py|sympy/functions/elementary/trigonometric.py|sympy/integrals/tests/test_transforms.py|sympy/integrals/manualintegrate.py|sympy/core/basic.py|sympy/solvers/diophantine.py|sympy/plotting/plot.py|sympy/__init__.py || prior_files_edited: sympy/functions/elementary/trigonometric.py|sympy/printing/ccode.py|sympy/printing/tests/test_ccode.py || prior_test_commands: 8→from sympy.utilities.pytest import raises|python -m pytest sympy/printing/tests/test_ccode.py::test_ccode_sinc -xvs|/Applications/ADFRsuite-1.0/bin/python: No module named pytest|python3 -m pytest symp... || run_tests=cd /testbed && python3 -m pytest sympy/printing/tests/test_octave.py::test_sinc -xvs 2>&1 | head -30|cd /testbed && grep -n ""from sympy.utilities.pytest import"" sympy/printing/tests/t..."
sympy__sympy-11286,failure_signature_transfer,raw,adp;no_memory,medium,Consistent with the run observing a failure signature that overlaps prior or target issue evidence.,/home/shashwatsuthar/research/openhands-adp-memory/analysis/contextbench_posthoc/20260606_220027/remote/execution_full_qwen36_65k_fix1_minimal/sympy__sympy-11286/adp|/home/shashwatsuthar/research/openhands-adp-memory/analysis/contextbench_posthoc/20260606_220027/remote/execution_full_qwen36_65k_fix1_minimal/sympy__sympy-11286/no_memory|/home/shashwatsuthar/research/openhands-adp-memory/analysis/contextbench_posthoc/20260606_220027/remote/execution_full_qwen36_65k_fix1_minimal/sympy__sympy-11286/raw,"prior_files_inspected: calculate_session_usage.py|sympy/printing/tests/test_ccode.py|sympy/printing/ccode.py|sympy/integrals/risch.py|sympy/functions/elementary/trigonometric.py|sympy/integrals/tests/test_transforms.py|sympy/integrals/manualintegrate.py|sympy/core/basic.py|sympy/solvers/diophantine.py|sympy/plotting/plot.py|sympy/__init__.py || prior_files_edited: sympy/functions/elementary/trigonometric.py|sympy/printing/ccode.py|sympy/printing/tests/test_ccode.py || prior_test_commands: 8→from sympy.utilities.pytest import raises|python -m pytest sympy/printing/tests/test_ccode.py::test_ccode_sinc -xvs|/Applications/ADFRsuite-1.0/bin/python: No module named pytest|python3 -m pytest symp... || run_failures=247 raises(ValueError, lambda: mcode(expr)) | 271 raises(ValueError, lambda: mcode(A, assign_to=x)) | 272 raises(ValueError, lambda: mcode(A, assign_to=C)) | 282 raises(ValueError,..."
sympy__sympy-11286,patch_shape_transfer,raw,adp;no_memory,medium,Consistent with prior-context patch-shape hints aligning with the successful patch location.,/home/shashwatsuthar/research/openhands-adp-memory/analysis/contextbench_posthoc/20260606_220027/remote/execution_full_qwen36_65k_fix1_minimal/sympy__sympy-11286/adp|/home/shashwatsuthar/research/openhands-adp-memory/analysis/contextbench_posthoc/20260606_220027/remote/execution_full_qwen36_65k_fix1_minimal/sympy__sympy-11286/no_memory|/home/shashwatsuthar/research/openhands-adp-memory/analysis/contextbench_posthoc/20260606_220027/remote/execution_full_qwen36_65k_fix1_minimal/sympy__sympy-11286/raw,prior_files_inspected: calculate_session_usage.py|sympy/printing/tests/test_ccode.py|sympy/printing/ccode.py|sympy/integrals/risch.py|sympy/functions/elementary/trigonometric.py|sympy/integrals/tests/test_transforms.py|sympy/integrals/manualintegrate.py|sympy/core/basic.py|sympy/solvers/diophantine.py|sympy/plotting/plot.py|sympy/__init__.py || prior_files_edited: sympy/functions/elementary/trigonometric.py|sympy/printing/ccode.py|sympy/printing/tests/test_ccode.py || prior_test_commands: 8→from sympy.utilities.pytest import raises|python -m pytest sympy/printing/tests/test_ccode.py::test_ccode_sinc -xvs|/Applications/ADFRsuite-1.0/bin/python: No module named pytest|python3 -m pytest symp...
sympy__sympy-11286,procedural_order_transfer,raw,adp;no_memory,low,"Consistent with a prior search/read/edit procedure, but not enough to claim causality.",/home/shashwatsuthar/research/openhands-adp-memory/analysis/contextbench_posthoc/20260606_220027/remote/execution_full_qwen36_65k_fix1_minimal/sympy__sympy-11286/adp|/home/shashwatsuthar/research/openhands-adp-memory/analysis/contextbench_posthoc/20260606_220027/remote/execution_full_qwen36_65k_fix1_minimal/sympy__sympy-11286/no_memory|/home/shashwatsuthar/research/openhands-adp-memory/analysis/contextbench_posthoc/20260606_220027/remote/execution_full_qwen36_65k_fix1_minimal/sympy__sympy-11286/raw,prior_files_inspected: calculate_session_usage.py|sympy/printing/tests/test_ccode.py|sympy/printing/ccode.py|sympy/integrals/risch.py|sympy/functions/elementary/trigonometric.py|sympy/integrals/tests/test_transforms.py|sympy/integrals/manualintegrate.py|sympy/core/basic.py|sympy/solvers/diophantine.py|sympy/plotting/plot.py|sympy/__init__.py || prior_files_edited: sympy/functions/elementary/trigonometric.py|sympy/printing/ccode.py|sympy/printing/tests/test_ccode.py || prior_test_commands: 8→from sympy.utilities.pytest import raises|python -m pytest sympy/printing/tests/test_ccode.py::test_ccode_sinc -xvs|/Applications/ADFRsuite-1.0/bin/python: No module named pytest|python3 -m pytest symp...
sympy__sympy-11286,same_directory_transfer,memory,adp;no_memory,medium,Consistent with prior context localizing the agent to the target directory rather than an exact same file.,/home/shashwatsuthar/research/openhands-adp-memory/analysis/contextbench_posthoc/20260606_220027/remote/execution_full_qwen36_65k_fix1_minimal/sympy__sympy-11286/adp|/home/shashwatsuthar/research/openhands-adp-memory/analysis/contextbench_posthoc/20260606_220027/remote/execution_full_qwen36_65k_fix1_minimal/sympy__sympy-11286/no_memory|/home/shashwatsuthar/research/openhands-adp-memory/analysis/contextbench_posthoc/20260606_220027/remote/execution_full_qwen36_65k_fix1_minimal/sympy__sympy-11286/memory,prior_files_inspected: sympy/functions/elementary/trigonometric.py|sympy/printing/ccode.py|sympy/printing/tests/test_ccode.py|calculate_session_usage.py|sympy/integrals/tests/test_transforms.py|sympy/integrals/manualintegrate.py || prior_files_edited: sympy/functions/elementary/trigonometric.py|sympy/printing/ccode.py|sympy/printing/tests/test_ccode.py || prior_test_commands: - [test] python -m pytest sympy/printing/tests/test_ccode.py::test_ccode_sinc -xvs|- E ImportError: cannot import name 'raises' from 'sympy.utilities.pytest' (./swebench_9_15/testbed/sympy/utilities/pytest.py)|8→from sympy.utilities.pytest import raises|/Applications/ADFRsuite-1.0/bin/python: No module named pytest|p...
sympy__sympy-11286,localization_hint,memory,adp;no_memory,medium,Consistent with prior-context localization: the winning run reached a target gold file or directory.,/home/shashwatsuthar/research/openhands-adp-memory/analysis/contextbench_posthoc/20260606_220027/remote/execution_full_qwen36_65k_fix1_minimal/sympy__sympy-11286/adp|/home/shashwatsuthar/research/openhands-adp-memory/analysis/contextbench_posthoc/20260606_220027/remote/execution_full_qwen36_65k_fix1_minimal/sympy__sympy-11286/no_memory|/home/shashwatsuthar/research/openhands-adp-memory/analysis/contextbench_posthoc/20260606_220027/remote/execution_full_qwen36_65k_fix1_minimal/sympy__sympy-11286/memory,prior_files_inspected: sympy/functions/elementary/trigonometric.py|sympy/printing/ccode.py|sympy/printing/tests/test_ccode.py|calculate_session_usage.py|sympy/integrals/tests/test_transforms.py|sympy/integrals/manualintegrate.py || prior_files_edited: sympy/functions/elementary/trigonometric.py|sympy/printing/ccode.py|sympy/printing/tests/test_ccode.py || prior_test_commands: - [test] python -m pytest sympy/printing/tests/test_ccode.py::test_ccode_sinc -xvs|- E ImportError: cannot import name 'raises' from 'sympy.utilities.pytest' (./swebench_9_15/testbed/sympy/utilities/pytest.py)|8→from sympy.utilities.pytest import raises|/Applications/ADFRsuite-1.0/bin/python: No module named pytest|p... || first_gold_file_read_step=3
sympy__sympy-11286,test_command_transfer,memory,adp;no_memory,high,Consistent with reuse of a prior-context test or reproduction command.,/home/shashwatsuthar/research/openhands-adp-memory/analysis/contextbench_posthoc/20260606_220027/remote/execution_full_qwen36_65k_fix1_minimal/sympy__sympy-11286/adp|/home/shashwatsuthar/research/openhands-adp-memory/analysis/contextbench_posthoc/20260606_220027/remote/execution_full_qwen36_65k_fix1_minimal/sympy__sympy-11286/no_memory|/home/shashwatsuthar/research/openhands-adp-memory/analysis/contextbench_posthoc/20260606_220027/remote/execution_full_qwen36_65k_fix1_minimal/sympy__sympy-11286/memory,"prior_files_inspected: sympy/functions/elementary/trigonometric.py|sympy/printing/ccode.py|sympy/printing/tests/test_ccode.py|calculate_session_usage.py|sympy/integrals/tests/test_transforms.py|sympy/integrals/manualintegrate.py || prior_files_edited: sympy/functions/elementary/trigonometric.py|sympy/printing/ccode.py|sympy/printing/tests/test_ccode.py || prior_test_commands: - [test] python -m pytest sympy/printing/tests/test_ccode.py::test_ccode_sinc -xvs|- E ImportError: cannot import name 'raises' from 'sympy.utilities.pytest' (./swebench_9_15/testbed/sympy/utilities/pytest.py)|8→from sympy.utilities.pytest import raises|/Applications/ADFRsuite-1.0/bin/python: No module named pytest|p... || run_tests=cd /testbed && python -m pytest sympy/printing/tests/test_octave.py::test_sinc -xvs|cd /testbed && grep -n ""from sympy.utilities.pytest import"" sympy/printing/tests/test_octave.py | h..."
sympy__sympy-11286,failure_signature_transfer,memory,adp;no_memory,medium,Consistent with the run observing a failure signature that overlaps prior or target issue evidence.,/home/shashwatsuthar/research/openhands-adp-memory/analysis/contextbench_posthoc/20260606_220027/remote/execution_full_qwen36_65k_fix1_minimal/sympy__sympy-11286/adp|/home/shashwatsuthar/research/openhands-adp-memory/analysis/contextbench_posthoc/20260606_220027/remote/execution_full_qwen36_65k_fix1_minimal/sympy__sympy-11286/no_memory|/home/shashwatsuthar/research/openhands-adp-memory/analysis/contextbench_posthoc/20260606_220027/remote/execution_full_qwen36_65k_fix1_minimal/sympy__sympy-11286/memory,"prior_files_inspected: sympy/functions/elementary/trigonometric.py|sympy/printing/ccode.py|sympy/printing/tests/test_ccode.py|calculate_session_usage.py|sympy/integrals/tests/test_transforms.py|sympy/integrals/manualintegrate.py || prior_files_edited: sympy/functions/elementary/trigonometric.py|sympy/printing/ccode.py|sympy/printing/tests/test_ccode.py || prior_test_commands: - [test] python -m pytest sympy/printing/tests/test_ccode.py::test_ccode_sinc -xvs|- E ImportError: cannot import name 'raises' from 'sympy.utilities.pytest' (./swebench_9_15/testbed/sympy/utilities/pytest.py)|8→from sympy.utilities.pytest import raises|/Applications/ADFRsuite-1.0/bin/python: No module named pytest|p... || run_failures=247 raises(ValueError, lambda: mcode(expr)) | 271 raises(ValueError, lambda: mcode(A, assign_to=x)) | 272 raises(ValueError, lambda: mcode(A, assign_to=C)) | 282 raises(ValueError,..."
sympy__sympy-11286,patch_shape_transfer,memory,adp;no_memory,medium,Consistent with prior-context patch-shape hints aligning with the successful patch location.,/home/shashwatsuthar/research/openhands-adp-memory/analysis/contextbench_posthoc/20260606_220027/remote/execution_full_qwen36_65k_fix1_minimal/sympy__sympy-11286/adp|/home/shashwatsuthar/research/openhands-adp-memory/analysis/contextbench_posthoc/20260606_220027/remote/execution_full_qwen36_65k_fix1_minimal/sympy__sympy-11286/no_memory|/home/shashwatsuthar/research/openhands-adp-memory/analysis/contextbench_posthoc/20260606_220027/remote/execution_full_qwen36_65k_fix1_minimal/sympy__sympy-11286/memory,prior_files_inspected: sympy/functions/elementary/trigonometric.py|sympy/printing/ccode.py|sympy/printing/tests/test_ccode.py|calculate_session_usage.py|sympy/integrals/tests/test_transforms.py|sympy/integrals/manualintegrate.py || prior_files_edited: sympy/functions/elementary/trigonometric.py|sympy/printing/ccode.py|sympy/printing/tests/test_ccode.py || prior_test_commands: - [test] python -m pytest sympy/printing/tests/test_ccode.py::test_ccode_sinc -xvs|- E ImportError: cannot import name 'raises' from 'sympy.utilities.pytest' (./swebench_9_15/testbed/sympy/utilities/pytest.py)|8→from sympy.utilities.pytest import raises|/Applications/ADFRsuite-1.0/bin/python: No module named pytest|p...
sympy__sympy-11286,procedural_order_transfer,memory,adp;no_memory,low,"Consistent with a prior search/read/edit procedure, but not enough to claim causality.",/home/shashwatsuthar/research/openhands-adp-memory/analysis/contextbench_posthoc/20260606_220027/remote/execution_full_qwen36_65k_fix1_minimal/sympy__sympy-11286/adp|/home/shashwatsuthar/research/openhands-adp-memory/analysis/contextbench_posthoc/20260606_220027/remote/execution_full_qwen36_65k_fix1_minimal/sympy__sympy-11286/no_memory|/home/shashwatsuthar/research/openhands-adp-memory/analysis/contextbench_posthoc/20260606_220027/remote/execution_full_qwen36_65k_fix1_minimal/sympy__sympy-11286/memory,prior_files_inspected: sympy/functions/elementary/trigonometric.py|sympy/printing/ccode.py|sympy/printing/tests/test_ccode.py|calculate_session_usage.py|sympy/integrals/tests/test_transforms.py|sympy/integrals/manualintegrate.py || prior_files_edited: sympy/functions/elementary/trigonometric.py|sympy/printing/ccode.py|sympy/printing/tests/test_ccode.py || prior_test_commands: - [test] python -m pytest sympy/printing/tests/test_ccode.py::test_ccode_sinc -xvs|- E ImportError: cannot import name 'raises' from 'sympy.utilities.pytest' (./swebench_9_15/testbed/sympy/utilities/pytest.py)|8→from sympy.utilities.pytest import raises|/Applications/ADFRsuite-1.0/bin/python: No module named pytest|p...
sympy__sympy-12426,same_file_transfer,raw,adp;memory;no_memory,high,Consistent with prior context exposing the target gold file and the successful run modifying that file.,/home/shashwatsuthar/research/openhands-adp-memory/analysis/contextbench_posthoc/20260606_220027/remote/execution_full_qwen36_65k_fix1_minimal/sympy__sympy-12426/adp|/home/shashwatsuthar/research/openhands-adp-memory/analysis/contextbench_posthoc/20260606_220027/remote/execution_full_qwen36_65k_fix1_minimal/sympy__sympy-12426/no_memory|/home/shashwatsuthar/research/openhands-adp-memory/analysis/contextbench_posthoc/20260606_220027/remote/execution_full_qwen36_65k_fix1_minimal/sympy__sympy-12426/raw|/home/shashwatsuthar/research/openhands-adp-memory/analysis/contextbench_posthoc/20260606_220027/remote/execution_full_qwen36_65k_fix1_minimal/sympy__sympy-12426/memory,prior_files_inspected: sympy/core/basic.py|sympy/solvers/diophantine.py|sympy/plotting/plot.py|sympy/assumptions/sathandlers.py|sympy/matrices/expressions/tests/test_factorizations.py|sympy/matrices/expressions/matexpr.py|sympy/functions/elementary/miscellaneous.py|sympy/categories/baseclasses.py|sympy/concrete/tests/test_gosper.py|sympy/concrete/__init__.py|sympy/concrete/summations.py|sympy/functions/special/tensor_functions.py|sympy/core/tests/test_args.py|sympy/concrete/tests/test_delta.py|test_simplification.py|sympy/concrete/delta.py|sympy/matrices/expressions/tests/test_matexpr.py|sympy/concrete/tests/test_sums_products.py || prior_files_edited: sympy/matrices/expressions/matexpr.p...
